Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender_Male,School_Type_Public,Internet_Access_Yes,Extracurricular_Activities_Yes,Learning_Disabilities_Yes,Study_Attendance_Interaction,Support_Score,High_Tutoring,Exam_Score
1.173578797781769,-0.07584642939569783,0.0,2.0,0.6690944412541391,-0.8372766897155727,2.0,0.40578449190345406,0.0,1.0,0.0,1.964909018690601,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0113380328878698,-0.7970054396994007,0,69
-0.6619831869109362,0.5318942367281592,2.0,1.0,-0.016740338037584422,1.314727867013022,1.0,0.40578449190345406,0.0,2.0,1.0,0.03038141739033513,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.4097018624460996,0.2586772041129636,0,69
0.33923244110326667,0.6187143318887102,0.0,1.0,0.6690944412541391,0.5511133468835206,0.0,-0.405017413468854,0.0,1.0,1.0,-1.904146183909931,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.6002313788876857,-0.2691641177932186,0,66
-0.3282446442395352,1.7473755689758732,2.0,1.0,2.040763999837586,0.7593718523733847,1.0,-0.405017413468854,1.0,1.0,1.0,0.03038141739033513,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.38623065488758995,-0.2691641177932186,0,72
2.5085329684673727,-0.16266652455624883,2.0,0.0,2.040763999837586,1.6618253761627952,1.0,-0.405017413468854,0.0,1.0,2.0,-0.9368823832597979,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.132026034888371,-0.7970054396994007,0,72
-0.49511391557523565,1.0528148076914652,1.0,1.0,-0.016740338037584422,-0.6290181842257087,0.0,0.40578449190345406,0.0,1.0,0.0,0.03038141739033513,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.05678838777927495,-1.8526880835117652,0,66
-0.3282446442395352,-0.24948661971679983,2.0,1.0,-2.074244675912755,0.34285484139365663,1.0,-0.405017413468854,1.0,0.0,0.0,-0.9368823832597979,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.39092986911275784,-0.7970054396994007,0,66
0.5061017124389672,0.8791746173703632,1.0,1.0,-0.016740338037584422,0.9676303578632486,0.0,0.40578449190345406,2.0,1.0,2.0,0.9976452180404681,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8930744748878168,1.314359847925328,0,71
0.33923244110326667,-1.204507666482861,1.0,1.0,-0.7025751173293079,-0.8372766897155727,2.0,-0.405017413468854,0.0,1.0,1.0,1.964909018690601,2.0,2.0,1.0,0.0,1.0,0.0,0.0,-0.2670347131127024,0.7865185260191457,0,64
-0.3282446442395352,-0.3363067148773508,1.0,2.0,-0.016740338037584422,0.48169384505356594,2.0,0.40578449190345406,1.0,2.0,1.0,0.9976452180404681,2.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.4247194571127729,1.314359847925328,0,70
0.5061017124389672,1.48691528349422,1.0,1.0,1.3549292205458625,1.4535668706729312,1.0,0.40578449190345406,1.0,2.0,1.0,0.9976452180404681,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.1953035675546186,0.2586772041129636,0,74
-0.8288524582466366,-0.5967670003590039,1.0,2.0,-0.016740338037584422,1.4535668706729312,0.0,-0.405017413468854,0.0,1.0,0.0,-0.9368823832597979,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-0.9371948751130023,0.2586772041129636,0,64
0.33923244110326667,-1.378147856803963,0.0,1.0,0.6690944412541391,1.106469361523158,0.0,-1.2158193188411621,0.0,1.0,1.0,0.9976452180404681,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.349631483779406,-0.7970054396994007,0,63
1.0067095264460686,-0.5967670003590039,2.0,1.0,0.6690944412541391,1.106469361523158,1.0,2.0273883026480704,0.0,0.0,1.0,1.964909018690601,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5701961895543389,-0.7970054396994007,1,69
-1.329460272253738,-0.07584642939569783,2.0,1.0,-1.3884098966210314,-1.3232132025252554,2.0,-0.405017413468854,0.0,0.0,2.0,1.964909018690601,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2131431771131258,-0.7970054396994007,0,64
-1.329460272253738,0.35825404640705716,1.0,2.0,-0.7025751173293079,0.898210856033294,2.0,0.40578449190345406,2.0,2.0,2.0,-0.9368823832597979,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.1005112171130753,0.7865185260191457,0,67
0.5061017124389672,-0.07584642939569783,0.0,1.0,-0.016740338037584422,-0.6290181842257087,2.0,-0.405017413468854,2.0,1.0,2.0,0.03038141739033513,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4181430435542709,0.7865185260191457,0,68
-0.9957217295823371,1.5737353786547712,0.0,1.0,-0.016740338037584422,1.5924058743328406,1.0,-1.2158193188411621,1.0,2.0,2.0,0.03038141739033513,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.4172106597794363,-0.7970054396994007,0,68
1.0067095264460686,-1.4649679519645138,1.0,2.0,1.3549292205458625,-0.07366216958607137,1.0,-0.405017413468854,0.0,1.0,2.0,0.9976452180404681,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08212436288745388,-0.2691641177932186,0,67
0.33923244110326667,-1.551788047125065,2.0,0.0,0.6690944412541391,0.06517683407383795,1.0,-0.405017413468854,1.0,0.0,1.0,0.03038141739033513,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.4322282544461096,-1.324846761605583,0,63
-0.16137537290383472,0.8791746173703632,1.0,1.0,0.6690944412541391,0.2040158377337473,1.0,-0.405017413468854,0.0,1.0,1.0,0.03038141739033513,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.21728271488751436,-0.7970054396994007,0,67
-1.1625910009180376,-0.9440473810012079,1.0,0.0,-1.3884098966210314,-0.35134017690589003,1.0,-1.2158193188411621,1.0,2.0,0.0,-0.9368823832597979,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.3088803431131686,-0.7970054396994007,0,61
1.841055883124571,0.010973665764853174,2.0,2.0,-0.7025751173293079,-1.2537937006953006,0.0,-0.405017413468854,1.0,2.0,2.0,0.03038141739033513,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.6627262015548279,1.314359847925328,0,72
-0.16137537290383472,0.27143395124650616,0.0,1.0,-0.016740338037584422,0.2040158377337473,2.0,0.40578449190345406,0.0,2.0,2.0,0.9976452180404681,2.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0323847964459307,0.2586772041129636,0,67
-0.6619831869109362,0.18461385608595518,2.0,0.0,-2.074244675912755,-0.7678571878856181,0.0,-0.405017413468854,1.0,0.0,1.0,-0.9368823832597979,2.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.5298426197794867,0.2586772041129636,0,65
1.841055883124571,1.313275093173118,1.0,1.0,-1.3884098966210314,1.6618253761627952,1.0,-0.405017413468854,1.0,1.0,1.0,0.9976452180404681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5356238915552187,-0.7970054396994007,0,74
-0.16137537290383472,-0.24948661971679983,1.0,0.0,-0.016740338037584422,-1.4620522061851646,0.0,0.40578449190345406,0.0,1.0,2.0,0.9976452180404681,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.24638552044602646,-1.324846761605583,0,64
0.5061017124389672,0.44507414156760816,0.0,2.0,-0.016740338037584422,1.5924058743328406,2.0,0.40578449190345406,0.0,1.0,0.0,0.03038141739033513,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6771965515543868,-0.7970054396994007,0,69
0.005493898431865739,0.35825404640705716,2.0,2.0,-0.7025751173293079,-0.976115693375482,1.0,1.2165863972757622,1.0,1.0,1.0,-0.9368823832597979,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16096673488748917,0.2586772041129636,1,69
0.17236316976756622,-0.5099469051984529,1.0,0.0,0.6690944412541391,-0.35134017690589003,1.0,-0.405017413468854,1.0,1.0,1.0,0.03038141739033513,2.0,2.0,1.0,1.0,1.0,1.0,0.0,-0.07556038111261669,0.7865185260191457,0,65
-1.99693735759654,-0.24948661971679983,2.0,1.0,-0.7025751173293079,0.8287913542033393,1.0,-1.2158193188411621,0.0,1.0,1.0,-0.9368823832597979,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.8363733557800714,-0.2691641177932186,0,63
-0.49511391557523565,-0.07584642939569783,2.0,2.0,-1.3884098966210314,-0.4207596787358447,1.0,2.0273883026480704,0.0,1.0,0.0,0.03038141739033513,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.4716494404461273,0.2586772041129636,1,68
0.005493898431865739,-0.16266652455624883,0.0,1.0,0.6690944412541391,0.9676303578632486,2.0,-1.2158193188411621,1.0,1.0,1.0,0.9976452180404681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06429718511261165,-1.324846761605583,0,66
-0.6619831869109362,-0.16266652455624883,0.0,2.0,1.3549292205458625,1.0370498596932032,1.0,1.2165863972757622,0.0,1.0,0.0,0.03038141739033513,2.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.6499833771128738,-0.2691641177932186,1,66
0.8398402551103681,1.1396349028520163,1.0,2.0,0.6690944412541391,-1.3232132025252554,2.0,-1.2158193188411621,0.0,0.0,1.0,0.03038141739033513,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.371760304888031,-1.324846761605583,0,69
1.0067095264460686,-1.2913277616434118,1.0,1.0,-0.016740338037584422,0.48169384505356594,0.0,-0.405017413468854,0.0,1.0,2.0,-1.904146183909931,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.1797387282208309,1.314359847925328,0,65
-0.9957217295823371,0.35825404640705716,0.0,2.0,-0.7025751173293079,-0.976115693375482,0.0,-0.405017413468854,2.0,1.0,2.0,-0.9368823832597979,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-0.7851417291129342,1.8422011698315102,0,64
-1.6631988149251389,1.48691528349422,2.0,2.0,-2.074244675912755,0.5511133468835206,0.0,-0.405017413468854,0.0,2.0,1.0,-0.9368823832597979,2.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.171844791779774,1.314359847925328,0,69
0.005493898431865739,-1.4649679519645138,1.0,1.0,0.6690944412541391,-0.976115693375482,1.0,0.40578449190345406,2.0,1.0,1.0,0.03038141739033513,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.6274569851128636,-0.2691641177932186,0,64
1.0067095264460686,-0.3363067148773508,0.0,0.0,-0.016740338037584422,1.3841473688429766,2.0,-0.405017413468854,0.0,2.0,1.0,-1.904146183909931,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7166177375544045,-0.7970054396994007,0,67
-0.3282446442395352,-0.7704071906801059,0.0,1.0,0.6690944412541391,-0.9066961915455274,1.0,1.2165863972757622,2.0,2.0,2.0,-0.9368823832597979,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.5936673971128485,0.7865185260191457,1,66
-0.3282446442395352,-0.5099469051984529,1.0,2.0,0.6690944412541391,1.106469361523158,1.0,-1.2158193188411621,1.0,2.0,2.0,-0.9368823832597979,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4922986331128032,0.7865185260191457,0,67
0.6729709837746676,-0.7704071906801059,0.0,1.0,0.6690944412541391,-1.600891209845074,1.0,0.40578449190345406,1.0,1.0,0.0,0.03038141739033513,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.20601951888750933,-0.7970054396994007,0,63
